Recipe_ID,Cuisine,Ingredients,Category,Cooking_Time,Difficulty,Cooking_Method,Serving_Size
430,American,"Bacon, Bun, Pickles, Onion, Ketchup, Cheddar, Beef, Lettuce, Tomato, Mustard",Dessert,53,Easy,Baking,3
431,Mexican,"Lime, Corn, Cumin, Cheese, Avocado, Salsa, Tortilla, Chili Powder, Beans",Breakfast,100,Easy,Boiling,5
432,Indian,"Garam Masala, Chili, Lentils, Tomato, Ghee, Coriander",Snack,51,Medium,Steaming,2
433,Mediterranean,"Chickpeas, Garlic, Yogurt, Feta Cheese, Pita Bread, Tomato, Olive Oil, Lemon, Cucumber, Paprika",Lunch,113,Medium,Slow Cooking,5
434,Mexican,"Lime, Cilantro, Tortilla, Salsa, Avocado, Cheese, Chili Powder, Corn, Beans, Cumin",Dessert,60,Hard,Grilling,6
435,Italian,"Mozzarella, Balsamic Vinegar, Tomato, Basil, Pasta, Olive Oil, Oregano, Bread",Dessert,45,Easy,Grilling,6
436,Japanese,"Rice, Wasabi, Miso, Soy Sauce, Ginger, Seaweed, Sesame Seeds",Breakfast,46,Easy,Boiling,4
437,Mexican,"Cumin, Cilantro, Beans, Corn",Dinner,14,Medium,Baking,3
438,Japanese,"Ginger, Rice, Sesame Seeds, Seaweed",Lunch,34,Medium,Grilling,3
439,Thai,"Lemongrass, Peanut, Coconut Milk, Basil, Lime, Tamarind, Chili",Dessert,30,Hard,Boiling,1
440,Chinese,"Hoisin Sauce, Spring Onion, Ginger, Soy Sauce",Lunch,39,Medium,Grilling,1
441,Indian,"Lentils, Yogurt, Chili, Cumin, Ginger, Garam Masala, Turmeric, Ghee, Coriander",Dinner,74,Easy,Sauteing,2
442,Mexican,"Cilantro, Beans, Corn, Chili Powder",Dinner,34,Hard,Sauteing,4
443,American,"Pickles, Mustard, Ketchup, Tomato, Beef, Bun",Dessert,71,Easy,Boiling,4
444,Mexican,"Lime, Cilantro, Cheese, Chili Powder",Dessert,15,Hard,Steaming,5
445,Indian,"Yogurt, Garam Masala, Ghee, Coriander, Chili, Lentils, Tomato",Dessert,101,Easy,Boiling,1
446,Indian,"Garam Masala, Ghee, Coriander, Yogurt",Dessert,81,Medium,Grilling,1
447,French,"Flour, Onion, Garlic, Cheese",Lunch,68,Easy,Steaming,3
448,American,"Bun, Onion, Pickles, Tomato, Bacon, Mustard, Ketchup",Snack,88,Easy,Slow Cooking,4
449,Mexican,"Cumin, Cheese, Tortilla, Salsa, Beans, Avocado, Corn, Chili Powder, Lime",Dessert,67,Medium,Slow Cooking,1
450,Thai,"Basil, Lime, Lemongrass, Tamarind, Coconut Milk, Rice Noodles, Fish Sauce, Peanut",Dessert,67,Medium,Grilling,6
451,French,"Flour, Cheese, Onion, Garlic, Cream",Dessert,55,Hard,Baking,5
452,Italian,"Pasta, Tomato, Oregano, Balsamic Vinegar",Snack,64,Easy,Frying,3
453,American,"Tomato, Mustard, Bun, Pickles, Cheddar, Ketchup",Dessert,94,Hard,Baking,1
454,Mediterranean,"Garlic, Olive Oil, Chickpeas, Pita Bread, Tomato, Feta Cheese, Yogurt, Paprika",Lunch,57,Medium,Roasting,6
455,Italian,"Basil, Tomato, Pasta, Oregano",Dessert,88,Medium,Slow Cooking,6
456,Italian,"Bread, Mozzarella, Balsamic Vinegar, Tomato, Basil, Parmesan",Dessert,61,Hard,Roasting,3
457,Mexican,"Corn, Beans, Salsa, Avocado, Cumin, Chili Powder, Cilantro, Cheese, Tortilla, Lime",Dessert,29,Hard,Boiling,1
458,Chinese,"Ginger, Noodles, Sesame Oil, Tofu, Rice Vinegar, Spring Onion, Soy Sauce, Hoisin Sauce",Dessert,114,Easy,Frying,2
459,French,"Eggs, Flour, White Wine, Garlic, Cream",Lunch,16,Medium,Grilling,5
460,Indian,"Ghee, Turmeric, Lentils, Yogurt, Garam Masala, Chili, Coriander",Dessert,114,Hard,Grilling,5
461,Thai,"Shrimp, Chili, Rice Noodles, Fish Sauce",Breakfast,26,Medium,Steaming,3
462,Italian,"Mozzarella, Parmesan, Balsamic Vinegar, Oregano, Olive Oil, Tomato, Bread, Pasta, Garlic",Snack,62,Easy,Steaming,2
463,Italian,"Oregano, Balsamic Vinegar, Mozzarella, Olive Oil, Tomato, Garlic",Lunch,27,Hard,Grilling,1
464,American,"Mustard, Tomato, Bacon, Pickles, Lettuce, Bun, Ketchup",Lunch,35,Hard,Slow Cooking,2
465,Japanese,"Ginger, Soy Sauce, Dashi, Sesame Seeds, Mirin",Dessert,84,Easy,Baking,5
466,Indian,"Yogurt, Garam Masala, Ghee, Tomato, Chili, Turmeric, Ginger",Dinner,119,Easy,Baking,3
467,Japanese,"Sesame Seeds, Rice, Miso, Mirin",Dinner,65,Hard,Sauteing,6
468,Italian,"Garlic, Basil, Balsamic Vinegar, Oregano, Pasta, Parmesan, Tomato, Bread, Mozzarella",Lunch,54,Medium,Roasting,2
469,Thai,"Shrimp, Basil, Lime, Coconut Milk, Fish Sauce",Dessert,54,Hard,Slow Cooking,5
470,Indian,"Lentils, Yogurt, Ghee, Garam Masala, Chili",Breakfast,48,Easy,Frying,6
471,Mexican,"Cilantro, Corn, Tortilla, Cumin, Chili Powder, Beans",Lunch,96,Hard,Roasting,6
472,Chinese,"Soy Sauce, Noodles, Ginger, Garlic, Tofu, Spring Onion, Sesame Oil",Breakfast,66,Medium,Sauteing,6
473,Thai,"Basil, Tamarind, Lime, Lemongrass",Lunch,119,Easy,Sauteing,6
474,Indian,"Garam Masala, Tomato, Coriander, Turmeric, Ghee, Ginger, Cumin, Chili, Yogurt, Lentils",Breakfast,96,Hard,Steaming,3
475,Indian,"Chili, Yogurt, Tomato, Ginger, Coriander, Lentils, Cumin, Turmeric, Ghee, Garam Masala",Snack,11,Easy,Boiling,2
476,Italian,"Oregano, Mozzarella, Balsamic Vinegar, Tomato",Dinner,112,Hard,Roasting,6
477,American,"Pickles, Onion, Tomato, Bun, Mustard, Bacon, Cheddar, Lettuce, Beef",Lunch,71,Medium,Baking,2
478,French,"Onion, Butter, Milk, Thyme",Lunch,105,Easy,Boiling,3
479,Thai,"Basil, Peanut, Coconut Milk, Lemongrass, Rice Noodles, Lime, Chili, Tamarind",Breakfast,94,Easy,Slow Cooking,1
480,Mexican,"Cilantro, Salsa, Beans, Tortilla, Lime, Corn, Cheese, Avocado, Cumin",Dinner,110,Easy,Roasting,4
481,Indian,"Turmeric, Coriander, Ghee, Tomato, Lentils, Garam Masala, Cumin, Yogurt, Chili",Lunch,115,Hard,Steaming,5
482,French,"Cheese, Butter, Eggs, Garlic, Onion, Flour, Thyme",Dinner,106,Hard,Slow Cooking,6
483,Japanese,"Mirin, Wasabi, Dashi, Seaweed, Ginger, Tofu, Miso, Rice",Dessert,89,Medium,Steaming,6
484,Indian,"Coriander, Lentils, Tomato, Ginger, Garam Masala, Turmeric",Dinner,62,Easy,Frying,4
485,French,"Milk, Flour, Cheese, Butter, Thyme, Cream",Lunch,92,Easy,Grilling,3
486,French,"Milk, Onion, Butter, Cheese",Dinner,67,Hard,Frying,5
487,Indian,"Garam Masala, Yogurt, Cumin, Turmeric",Dessert,90,Medium,Steaming,4
488,French,"Butter, White Wine, Milk, Cream",Dinner,23,Medium,Sauteing,3
489,Mexican,"Chili Powder, Cumin, Salsa, Avocado, Cilantro",Dessert,106,Medium,Slow Cooking,1
490,Chinese,"Hoisin Sauce, Soy Sauce, Ginger, Garlic, Tofu, Sesame Oil, Noodles, Spring Onion, Rice Vinegar",Dessert,116,Medium,Roasting,5
491,Mediterranean,"Garlic, Tomato, Lemon, Olive Oil, Cucumber, Feta Cheese, Yogurt, Pita Bread",Snack,44,Hard,Roasting,4
492,Chinese,"Spring Onion, Garlic, Tofu, Soy Sauce, Rice Vinegar, Hoisin Sauce, Ginger",Breakfast,38,Hard,Slow Cooking,6
493,American,"Onion, Pickles, Mustard, Tomato",Dessert,54,Medium,Grilling,5
494,French,"Cream, Flour, Thyme, Milk, Eggs, White Wine, Garlic",Dessert,59,Hard,Baking,4
495,American,"Bun, Onion, Lettuce, Mustard, Pickles",Dinner,64,Hard,Roasting,2
496,Chinese,"Rice Vinegar, Garlic, Sesame Oil, Noodles, Ginger, Soy Sauce",Snack,49,Hard,Grilling,1
497,American,"Onion, Beef, Pickles, Lettuce",Breakfast,18,Easy,Roasting,5
498,Mexican,"Cumin, Corn, Salsa, Cheese",Lunch,91,Hard,Boiling,1
499,American,"Lettuce, Pickles, Beef, Tomato",Dessert,89,Medium,Slow Cooking,3
500,Mediterranean,"Chickpeas, Cucumber, Yogurt, Lemon, Paprika",Dessert,51,Hard,Grilling,4
